system,history_id,history_step,previous_actions,previous_observations,candidate_bus,candidate_amplitude,expected_continuous_objective,expected_snapped_objective,is_joint_optimal,is_bus_optimal,is_amplitude_optimal_given_bus,bus_objective_gap,history_source
ieee9,2,1,0,4.70567893,5,0.05,0.9425000000000001,1.0025,0,0,0,0.006249999999999978,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,6,0.05,0.9537500000000002,1.01375,0,0,1,0.04625000000000001,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,7,0.05,0.9612500000000002,1.02125,0,0,0,0.026249999999999885,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,8,0.05,0.9237500000000002,0.98375,0,0,1,0.016249999999999987,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,0,0.075,0.9350000000000002,0.995,0,0,0,0.0024999999999999467,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,1,0.075,0.9450000000000002,1.005,0,0,0,0.03374999999999995,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,2,0.075,0.9225000000000001,0.9824999999999999,0,0,0,0.013749999999999929,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,3,0.075,0.9075000000000002,0.9675,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,4,0.075,0.9275000000000002,0.9875,0,0,0,0.018749999999999933,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,5,0.075,0.9425000000000001,1.0025,0,0,0,0.006249999999999978,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,6,0.075,0.9537500000000002,1.01375,0,0,0,0.04625000000000001,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,7,0.075,0.9612500000000002,1.02125,0,0,0,0.026249999999999885,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,8,0.075,0.9237500000000002,0.98375,0,0,0,0.016249999999999987,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,0,0.1,0.9262500000000002,0.9862500000000001,0,0,0,0.0024999999999999467,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,1,0.1,0.9450000000000002,1.005,0,0,0,0.03374999999999995,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,2,0.1,0.9225000000000001,0.9824999999999999,0,0,0,0.013749999999999929,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,3,0.1,0.9075000000000002,0.9675,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,4,0.1,0.9262500000000001,0.98625,0,0,1,0.018749999999999933,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,5,0.1,0.9425000000000001,1.0025,0,0,0,0.006249999999999978,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,6,0.1,0.9537500000000002,1.01375,0,0,0,0.04625000000000001,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,7,0.1,0.9612500000000002,1.02125,0,0,0,0.026249999999999885,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,8,0.1,0.9262500000000001,0.98625,0,0,0,0.016249999999999987,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,0,0.15,0.9150000000000001,0.975,0,0,0,0.0024999999999999467,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,1,0.15,0.9425000000000001,1.0025,0,0,0,0.03374999999999995,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,2,0.15,0.9225000000000001,0.9824999999999999,0,0,0,0.013749999999999929,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,3,0.15,0.9075000000000002,0.9675,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,4,0.15,0.9275000000000002,0.9875,0,0,0,0.018749999999999933,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,5,0.15,0.9475000000000002,1.0074999999999998,0,0,0,0.006249999999999978,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,6,0.15,0.9562500000000003,1.01625,0,0,0,0.04625000000000001,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,7,0.15,0.9537500000000001,1.01375,0,0,0,0.026249999999999885,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,8,0.15,0.9237500000000002,0.98375,0,0,0,0.016249999999999987,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,0,0.2,0.9125000000000002,0.9725,0,0,0,0.0024999999999999467,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,1,0.2,0.9412500000000001,1.00125,0,0,1,0.03374999999999995,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,2,0.2,0.9225000000000001,0.9824999999999999,0,0,0,0.013749999999999929,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,3,0.2,0.9075000000000002,0.9675,0,1,0,0.0,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,4,0.2,0.9275000000000002,0.9875,0,0,0,0.018749999999999933,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,5,0.2,0.9287500000000002,0.98875,0,0,0,0.006249999999999978,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,6,0.2,0.9587500000000002,1.01875,0,0,0,0.04625000000000001,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,7,0.2,0.9500000000000002,1.01,0,0,0,0.026249999999999885,objective_adaptive_value/first_history_results.csv
ieee9,2,1,0,4.70567893,8,0.2,0.9237500000000002,0.98375,0,0,0,0.016249999999999987,objective_adaptive_value/first_history_results.csv
